Word,Lemma,POS,P4 Occurrences,P5 Occurrences
シゴト,仕事,Noun,2,46
バー,バー-bar,Noun,1,46
フーズ,フード-food,Noun,0,46
すごい,凄い,い-Adjective,60,45
ぐらい,くらい,Particle,43,45
無事,無事,な-Adjective,41,45
トコ,所,Noun,29,45
聞き,聞く,Verb,26,45
もちろん,勿論,Adverb,26,45
影響,影響,Noun,19,45
止め,止める,Verb,17,45
かなり,可成,Adverb,14,45
許し,許す,Verb,14,45
扱い,扱い,Noun,11,45
世間,世間,Noun,11,45
責任,責任,Noun,9,45
ルーム,ルーム-room,Noun,8,45
対応,対応,Noun,3,45
レ,れる,Auxiliary Verb,1,45
マコト,マコト,Noun,1,45
廃人,廃人,Noun,0,45
廃人,Noun,0,45
大物,Noun,0,45
兄,兄,Noun,113,44
ほんと,本当,Noun,103,44
勝手,勝手,Noun,53,44
特別,特別,な-Adjective,52,44
逃げ,逃げる,Verb,49,44
とも,共,Suffix,38,44
出来る,出来る,Verb,36,44
休み,休む,Verb,34,44
リーダー,リーダー-leader,Noun,32,44
変え,変える,Verb,19,44
感,感,Noun,16,44
使う,使う,Verb,15,44
開い,開く,Verb,13,44
進む,進む,Verb,10,44
返事,返事,Noun,8,44
長,長い,い-Adjective,8,44
連中,連中,Noun,7,44
助かる,助かる,Verb,6,44
進め,進める,Verb,5,44
チ,チ,Noun,5,44
時期,時期,Noun,4,44
大物,大物,Noun,0,44
将棋,将棋,Noun,0,44
将棋,Noun,0,44
良く,良い,い-Adjective,41,43
必ず,必ず,Adverb,39,43
感謝,感謝,Noun,31,43
逆,逆,Noun,29,43
線,線,Noun,13,43
いき,行く,Verb,9,43
変える,変える,Verb,8,43
こい,来る,Verb,7,43
シロ,白,Noun,0,43
カモ,鴨,Noun,0,43
杏子,Noun,0,43
鴨,Noun,0,43
えー,えー,Interjection,65,42
理由,理由,Noun,31,42
考える,考える,Verb,30,42
いきなり,行成,Adverb,27,42
内,内,Suffix,27,42
もらい,貰う,Verb,21,42
選択,選択,Noun,16,42
わかり,分かる,Verb,1,42
デ,で,Particle,0,42
セキュリティー-security,Noun,0,42
おう,おお,Interjection,45,41
あそこ,彼処,Pronoun,39,41
思い出し,思い出す,Verb,39,41
迷惑,迷惑,Noun,38,41
安心,安心,Noun,33,41
天気,天気,Noun,32,41
高,高,Prefix,29,41
新た,新た,な-Adjective,25,41
ゆー,言う,Verb,18,41
挨拶,挨拶,Noun,17,41
増え,増える,Verb,17,41
否定,否定,Noun,15,41
腹,腹,Noun,12,41
反応,反応,Noun,10,41
キ,木,Noun,6,41
深まり,深まり,Noun,6,41
猫,猫,Noun,4,41
侵入,侵入,Noun,4,41
現在,現在,Noun,3,41
ジマ,ジーマ-zima,Noun,2,41
ガ,がっ,Adverb,1,41
欲望,欲望,Noun,0,41
ファミレス,ファミレス,Noun,0,41
ゲーセン,ゲーセン,Noun,0,41
オニーチャン,,Noun,0,41
欲望,Noun,0,41
ファミレス,Noun,0,41
ゲーセン,Noun,0,41
てっ,てく,Auxiliary Verb,56,40
元,元,Noun,48,40
始め,始める,Verb,43,40
さぁ,さあ,Interjection,38,40
つか,付く,Verb,21,40
うまく,旨い,い-Adjective,18,40
続き,続く,Verb,17,40
世話,世話,Noun,16,40
付け,付ける,Verb,14,40
試し,試す,Verb,12,40
入り,入る,Verb,12,40
ヤバい,やばい,い-Adjective,11,40
そいつ,其奴,Pronoun,11,40
掃除,掃除,Noun,7,40
大人しく,大人しい,い-Adjective,4,40
警備,警備,Noun,3,40
バトル,バトル-battle,Noun,3,40
生命,生命,Noun,2,40
ニンゲン,人間,Noun,1,40
7,,Noun,0,40
スロット,スロット-slot,Noun,0,40
会員,会員,Noun,0,40
8,,Noun,0,40
スロット-slot,Noun,0,40
会員,Noun,0,40
あいつ,彼奴,Pronoun,102,39
高校,高校,Noun,65,39
姉,姉,Noun,50,39
殺し,殺す,Verb,48,39
困っ,困る,Verb,34,39
回復,回復,Noun,23,39
嘘,嘘,Noun,17,39
どうぞ,どうぞ,Adverb,14,39
移動,移動,Noun,10,39
まだまだ,未だ未だ,Adverb,10,39
戦う,戦う,Verb,7,39
○,○,Auxiliary Symbol,0,39
シダ,羊歯,Noun,0,39
6,,Noun,0,39
○,Auxiliary Symbol,0,39
羊歯,Noun,0,39
元気,元気,Noun,60,38
捜査,捜査,Noun,41,38
続い,続く,Verb,35,38
くせ,癖,Noun,31,38
そー,そう,Adverb,30,38
消え,消える,Verb,30,38
妙,妙,Noun,29,38
置い,置く,Verb,29,38
変わら,変わる,Verb,25,38
続け,続ける,Verb,22,38
名,名,Noun,21,38
上がっ,上がる,Verb,19,38
こりゃ,此れ,Pronoun,16,38
ムリ,無理,Noun,16,38
礼,礼,Noun,13,38
ともかく,兎も角,Adverb,12,38
ナシ,梨,Noun,9,38
夏,夏,Noun,5,38
正面,正面,Noun,4,38
制御,制御,Noun,4,38
スキル,スキル-skill,Noun,2,38
装置,装置,Noun,1,38
ミ,御,Prefix,1,38
アイテム,アイテム-item,Noun,0,38
教会,教会,Noun,0,38
頭取,頭取,Noun,0,38
アイテム-item,Noun,0,38
アキハバラ,Noun,0,38
教会,Noun,0,38
サエ,Noun,0,38
頭取,Noun,0,38
答え,答える,Verb,77,37
意外,意外,な-Adjective,58,37
そりゃ,其れ,Pronoun,42,37
べ,べい,Particle,41,37
会っ,会う,Verb,41,37
ヨ,よ,Particle,39,37
見える,見える,Verb,31,37
空い,空く,Verb,23,37
失礼,失礼,Noun,22,37
筈,筈,Noun,22,37
運命,運命,Noun,20,37
証拠,証拠,Noun,19,37
未来,未来,Noun,18,37
進ん,進む,Verb,15,37
予想,予想,Noun,9,37
返し,返す,Verb,9,37
オイ,おい,Interjection,7,37
確実,確実,な-Adjective,6,37
城,城,Noun,5,37
像,像,Noun,4,37
ども,共,Suffix,4,37
早速,早速,Adverb,4,37
集中,集中,Noun,1,37
9,,Noun,1,37
ユースケ,ユウスケ,Noun,0,37
脱出,脱出,Noun,0,37
VIP,,Noun,0,37
ソファー-sofa,Noun,0,37
脱出,Noun,0,37
二人,二人,Noun,130,36
一番,一番,Adverb,65,36
ったく,全く,Adverb,58,36
彼女,彼女,Pronoun,41,36
はぁ,はあ,Interjection,33,36
つまり,詰まり,Adverb,28,36
新しい,新しい,い-Adjective,26,36
強く,強い,い-Adjective,24,36
自信,自信,Noun,17,36
手伝っ,手伝う,Verb,14,36
向け,向ける,Verb,13,36
申し訳,申し訳,Noun,11,36
売っ,売る,Verb,9,36
好み,好み,Noun,9,36
海,海,Suffix,9,36
将来,将来,Noun,7,36
様々,様々,な-Adjective,6,36
ずいぶん,随分,Adverb,4,36
経過,経過,Noun,2,36
メイド,メード-made,Noun,1,36
12,,Noun,0,36
ソファー,ソファー-sofa,Noun,0,36
冴,サエ,Noun,0,36
ヨシダ,Noun,0,36
全然,全然,Adverb,101,35
感じる,感ずる,Verb,83,35
発見,発見,Noun,35,35
どっち,何方,Pronoun,33,35
存在,存在,Noun,30,35
意識,意識,Noun,28,35
聞か,聞く,Verb,27,35
よる,因る,Verb,19,35
悪かっ,悪い,い-Adjective,17,35
集まっ,集まる,Verb,16,35
日本,日本,Noun,12,35
自由,自由,Noun,12,35
我慢,我慢,Noun,11,35
階,階,Noun,10,35
部長,部長,Noun,9,35
地,地,Noun,8,35
のみ,のみ,Particle,6,35
対し,対する,Verb,4,35
ちがう,違う,Verb,3,35
入手,入手,Noun,2,35
玉,玉,Noun,2,35
観察,観察,Noun,0,35
ミシマ,ミシマ,Noun,0,35
秋葉原,アキハバラ,Noun,0,35
三島,ミシマ,Noun,0,35
ナビ,ナビ-navigation,Noun,0,35
ヲ,ヲ,Code,0,35
11,,Noun,0,35
観察,Noun,0,35
シホ,Noun,0,35
カウンター-counter,Noun,0,35
ナビ-navigation,Noun,0,35
ち,ちっ,Adverb,115,34
いっぱい,一杯,Adverb,46,34
友達,友達,Noun,35,34
思え,思う,Verb,25,34
ついに,遂に,Adverb,23,34
怪しい,怪しい,い-Adjective,20,34
片付け,片付ける,Verb,20,34
たぶん,多分,Adverb,17,34
満足,満足,Noun,16,34
戻る,戻る,Verb,15,34
知る,知る,Verb,12,34
光,光,Noun,10,34
用意,用意,Noun,10,34
せめて,せめて,Adverb,9,34
見ろ,見る,Verb,8,34
議員,議員,Noun,7,34
学園,学園,Noun,5,34
商品,商品,Noun,4,34
頂き,頂く,Verb,3,34
支持,支持,Noun,1,34
スポット,スポット-spot,Noun,0,34
美術,美術,Noun,0,34
志帆,シホ,Noun,0,34
スポット-spot,Noun,0,34
美術,Noun,0,34
ミ,Code,0,34
図,Noun,0,34
そっ,そう,Adverb,146,33
自身,自身,Noun,37,33
ばっか,ばかり,Particle,32,33
しょう,仕様,Noun,28,33
知り,知る,Verb,25,33
すま,済む,Verb,25,33
活動,活動,Noun,20,33
しまう,仕舞う,Verb,19,33
サービス,サービス-service,Noun,17,33
夏休み,夏休み,Noun,16,33
逮捕,逮捕,Noun,14,33
出さ,出す,Verb,12,33
屋上,屋上,Noun,12,33
薬,薬,Noun,11,33
なれる,成る,Verb,11,33
当たっ,当たる,Verb,11,33
出口,出口,Noun,10,33
押す,押す,Verb,4,33
出掛け,出掛ける,Verb,3,33
寿司,寿司,Noun,2,33
頼み,頼む,Verb,2,33
交渉,交渉,Noun,1,33
すでに,既に,Adverb,1,33
"""",,Code,0,33
解除,解除,Noun,0,33
ゴシュジン,,Noun,0,33
プレイ,プレー-play,Noun,0,33
帰還,帰還,Noun,0,33
図,図,Noun,0,33
仕掛ける,Verb,0,33
解除,Noun,0,33
イワイ,Noun,0,33
帰還,Noun,0,33
/,／,Auxiliary Symbol,122,32
頃,頃,Noun,61,32
探偵,探偵,Noun,60,32
怖い,怖い,い-Adjective,47,32
しかも,然も,Conjunction,41,32
料理,料理,Noun,31,32
流れ,流れ,Noun,28,32
死ぬ,死ぬ,Verb,24,32
らん,らん,Adverb,24,32
員,員,Suffix,21,32
てろ,てる,Auxiliary Verb,20,32
事情,事情,Noun,19,32
付き合う,付き合う,Verb,16,32
世の中,世の中,Noun,13,32
出せ,出す,Verb,12,32
呼ぶ,呼ぶ,Verb,12,32
さえ,さえ,Particle,11,32
いろいろ,色々,Adverb,11,32
ン,ず,Auxiliary Verb,10,32
主,主,Noun,10,32
正体,正体,Noun,9,32
態度,態度,Noun,8,32
押し,押す,Verb,7,32
戦闘,戦闘,Noun,6,32
任せる,任せる,Verb,4,32
了解,了解,Noun,4,32
サ,さ,Particle,2,32
開始,開始,Noun,2,32
操作,操作,Noun,0,32
異,異,Prefix,0,32
治験,治験,Noun,0,32
ニイ,兄,Noun,0,32
操作,Noun,0,32
異,Prefix,0,32
治験,Noun,0,32
放課,放課,Noun,113,31
作っ,作る,Verb,77,31
遊び,遊び,Noun,45,31
作る,作る,Verb,40,31
入れる,入れる,Verb,28,31
いら,等,Suffix,27,31
そん,其れ,Pronoun,24,31
たまに,偶に,Adverb,22,31
書か,書く,Verb,21,31
無し,無し,Noun,20,31
難しい,難しい,い-Adjective,17,31
学生,学生,Noun,16,31
他人,他人,Noun,16,31
素直,素直,な-Adjective,15,31
四,四,Noun,13,31
アリ,有り,Noun,12,31
経験,経験,Noun,10,31
向かう,向かう,Verb,8,31
一気,一気,Noun,7,31
やがる,やがる,Auxiliary Verb,7,31
掲示,掲示,Noun,7,31
板,板,Suffix,7,31
やめる,止める,Verb,6,31
御,御,Suffix,6,31
勝ち,勝ち,Noun,3,31
トレーニング,トレーニング-training,Noun,1,31
悪党,悪党,Noun,1,31
都内,都内,Noun,0,31
スカル,スカル-scull,Noun,0,31
通路,通路,Noun,0,31
都内,Noun,0,31
スカル-scull,Noun,0,31
通路,Noun,0,31
テスト,テスト-test,Noun,60,30
殺さ,殺す,Verb,44,30
昔,昔,Noun,39,30
旅行,旅行,Noun,27,30
朝,朝,Noun,26,30
失敗,失敗,Noun,24,30
危ない,危ない,い-Adjective,21,30
恐らく,恐らく,Adverb,19,30
ファン,ファン-fan（熱狂者）,Noun,18,30
本物,本物,Noun,17,30
残り,残り,Noun,16,30
許さ,許す,Verb,14,30
限り,限り,Noun,12,30
直接,直接,Noun,12,30
つく,付く,Verb,11,30
食事,食事,Noun,10,30
用事,用事,Noun,10,30
がんばっ,頑張る,Verb,10,30
使い,使い,Noun,10,30
急い,急ぐ,Verb,8,30
意見,意見,Noun,8,30
駅前,駅前,Noun,7,30
ふむ,ふむ,Interjection,6,30
指示,指示,Noun,6,30
側,側,Noun,5,30
機会,機会,Noun,5,30
機,機,Noun,4,30
開か,開く,Verb,4,30
労働,労働,Noun,3,30
チャンス,チャンス-chance,Noun,2,30
ビッグ,ビッグ-big,な-Adjective,1,30
オタ,おた,Noun,0,30
銀行,銀行,Noun,0,30
アリババ,アリババ,Noun,0,30
井の頭,イノカシラ,Noun,0,30
DVD,,Noun,0,30
集団,集団,Noun,0,30
:,：,Auxiliary Symbol,0,30
知,知,Noun,0,30
おた,Noun,0,30
銀行,Noun,0,30
アリババ,Noun,0,30
イノカシラ,Noun,0,30
集団,Noun,0,30
母,母,Noun,121,29
えっ,えっ,Interjection,97,29
よぉ,よ,Particle,85,29
ココ,ココ-coco,Noun,57,29
正直,正直,Adverb,40,29
大きな,大きな,Adnominal,28,29
やれる,遣る,Verb,27,29
不明,不明,Noun,20,29
落ち着い,落ち着く,Verb,19,29
重要,重要,な-Adjective,18,29
参加,参加,Noun,18,29
仲良く,仲良く,Adverb,16,29
うーん,ううん,Interjection,16,29
誘っ,誘う,Verb,16,29
事実,事実,Noun,15,29
させ,させる,Auxiliary Verb,14,29
座っ,座る,Verb,14,29
持ち,持つ,Verb,13,29
写真,写真,Noun,13,29
ハイ,はい,Interjection,13,29
ようやく,漸く,Adverb,13,29
許せ,許す,Verb,13,29
続ける,続ける,Verb,13,29
寝る,寝る,Verb,12,29
色,色,Suffix,11,29
強,強い,い-Adjective,9,29
程度,程度,Noun,8,29
苦労,苦労,Noun,7,29
普段,普段,Noun,7,29
壁,壁,Noun,7,29
無視,無視,Noun,7,29
マズい,不味い,い-Adjective,6,29
勝利,勝利,Noun,3,29
ラ,,Noun,2,29
総,総,Prefix,0,29
B,,Noun,0,29
惣,総,Prefix,0,29
大宅,オオヤ,Noun,0,29
返答,返答,Noun,0,29
ジロウ,Noun,0,29
返答,Noun,0,29
知,Noun,0,29
ちょ,一寸,Adverb,85,28
ネ,ね,Particle,38,28
幸せ,幸せ,Noun,30,28
やっと,漸と,Adverb,29,28
超,超,Prefix,27,28
おけ,置く,Verb,23,28
文字,文字,Noun,23,28
いくら,幾ら,Adverb,19,28
教師,教師,Noun,16,28
カレー,カレー-curry,Noun,15,28
ムカつく,むかつく,Verb,14,28
相,相,Prefix,13,28
チッ,ちっ,Adverb,8,28
代,代,Suffix,8,28
かかっ,掛かる,Verb,7,28
メニュー,メニュー-menu,Noun,7,28
痛い,痛い,い-Adjective,7,28
使える,使う,Verb,6,28
運,運,Noun,5,28
無駄,無駄,Noun,4,28
暇,暇,Noun,4,28
若者,若者,Noun,3,28
攻略,攻略,Noun,3,28
若,若い,い-Adjective,2,28
見逃し,見逃し,Noun,1,28
ト,ト,Code,1,28
エレベーター,エレベーター-elevator,Noun,1,28
大衆,大衆,Noun,1,28
かなわ,敵う,Verb,1,28
書き込み,書き込み,Noun,1,28
個展,個展,Noun,0,28
決行,決行,Noun,0,28
弟子,弟子,Noun,0,28
レストラン,レストラン-restaurant,Noun,0,28
個展,Noun,0,28
決行,Noun,0,28
タケミ,Noun,0,28
弟子,Noun,0,28
レストラン-restaurant,Noun,0,28
秀,シュウ,Noun,98,27
ウチ,内,Noun,89,27
練習,練習,Noun,57,27
あら,あら,Interjection,53,27
てく,てく,Auxiliary Verb,38,27
っつー,つう,Auxiliary Verb,36,27
女性,女性,Noun,31,27
面白い,面白い,い-Adjective,29,27
会え,会う,Verb,29,27
嫌い,嫌い,Noun,27,27
まったく,全く,Adverb,23,27
系,系,Suffix,22,27
あぁ,ああ,Interjection,22,27
原因,原因,Noun,21,27
困る,困る,Verb,20,27
読ん,読む,Verb,17,27
際,際,Noun,15,27
殺す,殺す,Verb,15,27
音,音,Noun,13,27
得る,得る,Verb,11,27
望み,望み,Noun,11,27
能力,能力,Noun,10,27
いただき,頂く,Verb,9,27
少なく,少ない,い-Adjective,9,27
十分,十分,な-Adjective,8,27
ヒント,ヒント-hint,Noun,8,27
公,公,Suffix,8,27
いこう,行く,Verb,7,27
乗る,乗る,Verb,7,27
ルール,ルール-rule,Noun,6,27
ぜひ,是非,Adverb,5,27
メンバー,メンバー-member,Noun,4,27
勝つ,勝つ,Verb,2,27
超え,越える,Verb,2,27
コノ,此の,Adnominal,1,27
エ,えっ,Interjection,1,27
期間,期間,Noun,1,27
地図,地図,Noun,1,27
監視,監視,Noun,1,27
治郎,ジロウ,Noun,0,27
尽,尽くし,Suffix,0,27
診療,診療,Noun,0,27
ナラバ,,Noun,0,27
伺う,Verb,0,27
診療,Noun,0,27
こそ泥,Noun,0,27
>,＞,Auxiliary Symbol,240,26
分かん,分かる,Verb,129,26
帰り,帰り,Noun,62,26
分かり,分かる,Verb,37,26
ばっかり,ばかり,Particle,32,26
母親,母親,Noun,29,26
冗談,冗談,Noun,25,26
一応,一応,Noun,24,26
半分,半分,Noun,24,26
がっ,がる,Suffix,23,26
もっ,持つ,Verb,22,26
しゃ,社,Noun,21,26
そもそも,抑,Noun,19,26
完全,完全,な-Adjective,17,26
変わる,変わる,Verb,15,26
与え,与える,Verb,10,26
済ま,済む,Verb,10,26
サン,さん,Suffix,10,26
電車,電車,Noun,9,26
とこう,とく,Auxiliary Verb,9,26
精神,精神,Noun,8,26
発生,発生,Noun,8,26
ク,ク,Code,8,26
厳しい,厳しい,い-Adjective,8,26
信用,信用,Noun,7,26
休日,休日,Noun,7,26
遠慮,遠慮,Noun,7,26
かわいい,可愛い,い-Adjective,7,26
耳,耳,Noun,6,26
勝っ,勝つ,Verb,6,26
会議,会議,Noun,5,26
入口,入り口,Noun,5,26
早め,早め,な-Adjective,5,26
合流,合流,Noun,4,26
飲み,飲む,Verb,4,26
マ,マ,Noun,3,26
タイミング,タイミング-timing,Noun,3,26
記事,記事,Noun,3,26
ヘ,へえ,Interjection,2,26
セーフ,セーフ-safe,Noun,2,26
階段,階段,Noun,2,26
開く,開く,Verb,1,26
きい,聞く,Verb,1,26
船,船,Noun,1,26
囚人,囚人,Noun,0,26
OK,,Noun,0,26
武見,タケミ,Noun,0,26
ホール,ホール-hall,Noun,0,26
赤外,赤外,Noun,0,26
セントラル,セントラル-central,Noun,0,26
ニイジマ,,Noun,0,26
ヒー,ひい,Interjection,0,26
囚人,Noun,0,26
ホール-hall,Noun,0,26
赤外,Noun,0,26
セントラル-central,Noun,0,26
女の子,女の子,Noun,47,25
授業,授業,Noun,46,25
すみ,済む,Verb,45,25
神,神,Noun,34,25
どれ,どれ,Interjection,31,25
る,り,Auxiliary Verb,30,25
ちょうど,丁度,Adverb,27,25
祭,祭,Suffix,26,25
特訓,特訓,Noun,26,25
ちなみ,因み,Noun,25,25
足,足,Noun,23,25
本人,本人,Noun,22,25
信頼,信頼,Noun,21,25
助かっ,助かる,Verb,19,25
まるで,丸で,Adverb,19,25
やめろ,止める,Verb,19,25
一方,一方,Noun,17,25
改めて,改めて,Adverb,15,25
思い出,思い出,Noun,13,25
悩ん,悩む,Verb,12,25
イジメ,苛め,Noun,12,25
見つかる,見付かる,Verb,10,25
集め,集める,Verb,10,25
待た,待つ,Verb,9,25
動い,動く,Verb,9,25
互い,互い,Noun,9,25
探そう,探す,Verb,8,25
魅力,魅力,Noun,7,25
選ぶ,選ぶ,Verb,7,25
告白,告白,Noun,7,25
中華,中華,Noun,7,25
昼,昼,Noun,5,25
調べる,調べる,Verb,4,25
使用,使用,Noun,4,25
教育,教育,Noun,4,25
特集,特集,Noun,2,25
表示,表示,Noun,2,25
油断,油断,Noun,2,25
検証,検証,Noun,1,25
処理,処理,Noun,1,25
対策,対策,Noun,0,25
△,△,Auxiliary Symbol,0,25
巨大,巨大,な-Adjective,0,25
柵,柵,Noun,0,25
対策,Noun,0,25
△,Auxiliary Symbol,0,25
巨大,な-Adjective,0,25
デ-des,Noun,0,25
“,“,Auxiliary Symbol,1459,24
うっ,うう,Interjection,51,24
初めて,初めて,Adverb,51,24
謎,謎,Noun,44,24
すっ,すっ,Adverb,41,24
点,点,Noun,32,24
取っ,取る,Verb,26,24
だぁ,だ,Auxiliary Verb,25,24
第,第,Prefix,23,24
こっ,此処,Pronoun,22,24
発表,発表,Noun,19,24
やすい,易い,Suffix,18,24
抜け,抜ける,Verb,16,24
むしろ,寧ろ,Adverb,15,24
つける,付ける,Verb,15,24
国,国,Noun,13,24
生活,生活,Noun,12,24
趣味,趣味,Noun,12,24
ふん,ふん,Interjection,10,24
歩,歩,Noun,10,24
格好,格好,Noun,8,24
合体,合体,Noun,8,24
効果,効果,Noun,8,24
応援,応援,Noun,6,24
昼間,昼間,Noun,6,24
受ける,受ける,Verb,6,24
味方,味方,Noun,6,24
見事,見事,な-Adjective,4,24
ほっ,ほっ,Interjection,4,24
メ,女,Noun,4,24
庫,庫,Suffix,4,24
すげえ,凄い,い-Adjective,3,24
床,床,Noun,3,24
仮,仮,Noun,3,24
頂戴,頂戴,Noun,3,24
リ,リ-ris,Noun,2,24
いったい,一体,Adverb,2,24
率,率,Noun,2,24
まい,まい,Auxiliary Verb,2,24
テーブル,テーブル-table,Noun,2,24
こども,子供,Noun,1,24
よけれ,良い,い-Adjective,1,24
よっしゃ,よっしゃ,Interjection,0,24
バーガー,バーガー-burger,Noun,0,24
一流,一流,Noun,0,24
カウンター,カウンター-counter,Noun,0,24
ダイス,ダイス-dice,Noun,0,24
よっしゃ,Interjection,0,24
バーガー-burger,Noun,0,24
茸,Noun,0,24
一流,Noun,0,24
ダイス-dice,Noun,0,24
く,九,Noun,54,23
結構,結構,Adverb,53,23
楽,楽,Noun,46,23
いー,良い,い-Adjective,42,23
空気,空気,Noun,38,23
さー,さ,Particle,36,23
一体,一体,Adverb,28,23
おかしい,可笑しい,い-Adjective,27,23
野郎,野郎,Noun,22,23
騒ぎ,騒ぐ,Verb,20,23
真面目,真面目,な-Adjective,18,23
作り,作る,Verb,16,23
加減,加減,Noun,13,23
